"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QH6RPE63","journalArticle","2016","Gupta, P.; Costa-Jussà, M.R.; Rosso, P.; Banchs, R.E.","A deep source-context feature for lexical selection in statistical machine translation","Pattern Recognition Letters","","","10.1016/j.patrec.2016.02.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961932844&doi=10.1016%2fj.patrec.2016.02.014&partnerID=40&md5=3335b40f962773597dc7a602e40c7a99","This paper presents a methodology to address lexical disambiguation in a standard phrase-based statistical machine translation system. Similarity among source contexts is used to select appropriate translation units. The information is introduced as a novel feature of the phrase-based model and it is used to select the translation units extracted from the training sentence more similar to the sentence to translate. The similarity is computed through a deep autoencoder representation, which allows to obtain effective low-dimensional embedding of data and statistically significant BLEU score improvements on two different tasks (English-to-Spanish and English-to-Hindi). © 2016 Elsevier B.V. All rights reserved.","2016","2021-02-07 01:27:24","2021-02-07 01:27:24","","24-29","","","75","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 7 February 2021</p>","","","","Natural language processing; Neural nets and related approaches; Semantics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QA92627F","conferencePaper","2016","Amin, M.F.; Plis, S.M.; Damaraju, E.; Hjelm, D.; Cho, K.; Calhoun, V.D.","Multimodal fusion of brain structural and functional imaging with a deep neural machine translation approach","","","","10.1109/SSIAI.2016.7459160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971280454&doi=10.1109%2fSSIAI.2016.7459160&partnerID=40&md5=03aef1c177c23239a1b76eea79197351","In this work, we study a novel approach of deep neural machine translation to find linkage between multimodal brain imaging data, such as structural MRI (sMRI) and functional MRI (fMRI). The idea is to consider two different imaging views of the same brain like two different languages conveying some common concepts or facts. An important aspect of the translation model is an attention network module that learns alignment between features from fMRI and sMRI. We use independent component analysis (ICA) based features for the translation model. Our study shows significant group differences between healthy controls and patients with schizophrenia in the learned alignments. Furthermore, this novel approach reveals a group differential relation between a cognitive score (attention and vigilance) and alignments that could not be found when individual modality of data were considered. © 2016 IEEE.","2016","2021-02-07 01:27:26","2021-02-07 01:27:26","","1-4","","","2016-April","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the IEEE Southwest Symposium on Image Analysis and Interpretation","","","","","","","","","","","","","","",""
"X3DXE9PQ","conferencePaper","2016","Araujo, M.; Pereira, A.; Reis, J.; Benevenuto, F.","An evaluation of machine translation for multilingual sentence-level sentiment analysis","","","","10.1145/2851613.2851817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975795253&doi=10.1145%2f2851613.2851817&partnerID=40&md5=13e235f61c18946c6f88e3669d3bbc3f","Sentiment analysis has become a key tool for several social media applications, including analysis of user's opinions about products and services, support to politics during campaigns and even for market trending. There are multiple existing sentiment analysis methods that explore different techniques, usually relying on lexical resources or learning approaches. Despite the large interest on this theme and amount of research efforts in the field, almost all existing methods are designed to work with only English content. Most existing strategies in specific languages consist of adapting existing lexical resources, without presenting proper validations and basic baseline comparisons. In this paper, we take a different step into this field. We focus on evaluating existing efforts proposed to do language specific sentiment analysis. To do it, we evaluated twenty-one methods for sentence-level sentiment analysis proposed for English, comparing them with two language-specific methods. Based on nine language-specific datasets, we provide an extensive quantitative analysis of existing multi-language approaches. Our main result suggests that simply translating the input text on a specific language to English and then using one of the existing English methods can be better than the existing language specific efforts evaluated. We also rank those implementations comparing their prediction performance and identifying the methods that acquired the best results using machine translation across different languages. As a final contribution to the research community, we release our codes and datasets. We hope our effort can help sentiment analysis to become English independent. © 2016 ACM.","2016","2021-02-07 01:27:27","2021-02-07 01:27:27","","1140-1145","","","04-08-April-2016","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :31</p>; <p>Export Date: 7 February 2021</p>","","","","Machine translation; Multiple languages; Sentiment analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the ACM Symposium on Applied Computing","","","","","","","","","","","","","","",""
"KGJ8K2IR","conferencePaper","2016","Shaharban, T.A.; Haroon, R.P.","A study on Malayalam machine translation","","","","10.1145/2905055.2905265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988591373&doi=10.1145%2f2905055.2905265&partnerID=40&md5=20b6453909b9c392bf90d778d2e75a5b","Malayalam is one of the classical Dravidian languages in India, mainly a spoken language in the state of Kerala. As an interaction between computers and the Malayalam language, a number of works have been published. This paper describes the various works in the field of Malayalam machine translation and also deals with the issue associated with the same. Surely the paper will be beneficial to the new researchers in the area of NLP especially in Malayalam machine translation. © 2016 ACM.","2016","2021-02-07 01:27:28","2021-02-07 01:27:28","","","","","04-05-March-2016","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Example based machine translation(EBMT); Machine translation(MT); Natural language processing(NLP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"8VWEDZJM","conferencePaper","2016","Joshi, N.; Mathur, I.; Darbari, H.; Kumar, A.","Quality estimation of english-Hindi machine translation systems","","","","10.1145/2905055.2905259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988589063&doi=10.1145%2f2905055.2905259&partnerID=40&md5=7e5a8d25f6a0e840386d5e3e765bc081","Quality Estimation is a new research area in natural language processing where machine learning techniques are used to estimate the quality of machine translation outputs. In this paper we have discussed our experience of performing quality estimation for English-Hindi language pair. We have shown the use of some seventeen language independent features and then added some linguistic features to the feature set and analyzed the performance of the system by training two different classifiers on distinct sets. The results of these classifiers are compared with the results of human evaluators. Moreover we have also compared the results of these classifiers with some of the popular evaluation metrics. © 2016 ACM.","2016","2021-02-07 01:27:30","2021-02-07 01:27:30","","","","","04-05-March-2016","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 7 February 2021</p>","","","","English-Hindi MT; Machine Translation; Quality Estimation; Support Vector Machines.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"R52RT8TE","journalArticle","2016","Fernández, M.; Pichel, J.C.; Cabaleiro, J.C.; Pena, T.F.","Boosting performance of a Statistical Machine Translation system using dynamic parallelism","Journal of Computational Science","","","10.1016/j.jocs.2016.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956604096&doi=10.1016%2fj.jocs.2016.01.003&partnerID=40&md5=413af55af3011a51ec3c4cdb12556a9a","In this work we introduce a new Statistical Machine Translation (SMT) system whose main objective is to reduce the translation times exploiting efficiently the computing power of the current processors and servers. Our system processes each individual job in parallel using different number of cores in such a way that the level of parallelism for each job changes dynamically according to the load of the translation server. In addition, the system is able to adapt to the particularities of any hardware platform used as server thanks to an autotuning module. An exhaustive performance evaluation considering different scenarios and hardware configurations demonstrates the benefits and flexibility of our proposal. © 2016 Elsevier B.V.","2016","2021-02-07 01:27:32","2021-02-07 01:27:32","","37-48","","","13","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","Autotuning; Load balance; Machine translation; Parallelism; Performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FF2WHAIX","conferencePaper","2016","Otani, N.; Nakazawa, T.; Kawahara, D.; Kurohashi, S.","IRT-based aggregation model of crowdsourced pairwise comparisons for evaluating machine translations","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072845881&partnerID=40&md5=a25cd9b7dddbab3c9cd0af31fb7e3e5e","Recent work on machine translation has used crowdsourcing to reduce costs of manual evaluations. However, crowdsourced judgments are often biased and inaccurate. In this paper, we present a statistical model that aggregates many manual pairwise comparisons to robustly measure a machine translation system's performance. Our method applies graded response model from item response theory (IRT), which was originally developed for academic tests. We conducted experiments on a public dataset from the Workshop on Statistical Machine Translation 2013, and found that our approach resulted in highly interpretable estimates and was less affected by noisy judges than previously proposed methods. © 2016 Association for Computational Linguistics","2016","2021-02-07 01:27:34","2021-02-07 01:27:34","","511-520","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2016 - Conference on Empirical Methods in Natural Language Processing, Proceedings","","","","","","","","","","","","","","",""
"295FP7SC","conferencePaper","2016","Bernikova, O.; Redkin, O.","Recent dynamics in Arabic machine translation: Linguistic approach","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016756235&partnerID=40&md5=8b00a85567dcf0f7a6e64ef3e7866384","This study aims at comparative studying of effectiveness of three machine translation systems (Google, Babylon, Systranet) and dynamics in their development. In order to define the progress achieved by main open source solutions for Arabicto- English and Arabic-To-Russian Machine Translation we analyzed the translated texts in 2006, 2011 and 2016. The research was conducted in accordance with certain linguistic criteria. A small essay on the history of machine translation technologies precedes description of the experimental results. The results of the study have showed that Google provides the most accurate translation and the best results at all linguistic levels in comparison with other machine translation systems. In the last ten years, there has been considerable improvement in Arabic-To English as well as Arabic-To Russian MT in terms of interpretation of the peculiarities of Arabic graphics and morphology. Nevertheless, the problem of cross-language correspondence still needs improvement. To improve MT technologies it is necessary to focus on an interdisciplinary approach in the development of appropriate solutions.","2016","2021-02-07 01:27:35","2021-02-07 01:27:35","","49-54","","","1","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Arabic; Linguistics; Machine translation; Russian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WMSCI 2016 - 20th World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings","","","","","","","","","","","","","","",""
"BF9G6PZM","journalArticle","2016","Sreelekha, S.; Bhattacharyya, P.; Jha, S.K.; Malathi, D.","A survey report on evolution of machine translation","International Journal of Control Theory and Applications","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007415762&partnerID=40&md5=560bd3d600b0743dfab58bd5340cabe5","In this paper we describe a survey report on the evolution of Machine Translation. We have described case studies and evaluations of machine translation systems. The study provides several insight into the history of growth of Machine translation technology from the 1930's to the present 2010's. From the evaluations we observed that, there is an incremental growth in the quality of machine translation as well as the usage of machine translation systems. Moreover there is a tremendous amount of growth in machine translation technology over the past century. © International Science Press.","2016","2021-02-07 01:27:37","2021-02-07 01:27:37","","233-240","","Specialissue33","9","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 7 February 2021</p>","","","","Machine Translation; Rule-Based Machine Translation; Statistical Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NE9KAJ7I","book","2016","Magnolini, S.; Vo, N.P.A.; Popescu, O.","Analysis of the impact of Machine Translation evaluation metrics for Semantic Textual Similarity","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85005982615&doi=10.1007%2f978-3-319-49130-1_33&partnerID=40&md5=7b19b3017254f11d8f0792a5550a370a","We present a work to evaluate the hypothesis that automatic evaluation metrics developed for Machine Translation (MT) systems have significant impact on predicting semantic similarity scores in Semantic Textual Similarity (STS) task, in light of their usage for paraphrase identification. We show that different metrics may have different behaviors and significance along the semantic scale [0–5] of the STS task. In addition, we compare several classification algorithms using a combination of different MT metrics to build an STS system; consequently, we show that although this approach obtains remarkable result in paraphrase identification task, it is insufficient to achieve the same result in STS. We show that this problem is due to an excessive adaptation of some algorithms to dataset domain and at the end a way to mitigate or avoid this issue. © Springer International Publishing AG 2016.","2016","2021-02-07 01:27:38","2021-02-07 01:27:38","","","450","","10037 LNAI","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","Pages: 463 DOI: 10.1007/978-3-319-49130-1_33","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","Machine translation evaluation metrics; Paraphrase recognition; Semantic textual similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MEJH4CF","book","2016","Yao, L.; Liu, M.; Hong, Y.; Liu, H.; Yao, J.","Topic model based adaptation data selection for domain-specific machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994517480&doi=10.1007%2f978-981-10-2993-6_14&partnerID=40&md5=36ce373a8a036e4ff8b25911fb7807f5","Current domain-specific machine translation (MT) suffers from the lack of high-quality bilingual corpora. Existing work in this field has shown the advantage of Adaptation data selection (Ada-selection) for enriching the corpora. Encouraged by the empirical finding that topic distribution is conductive to characterizing a distinctive domain, we propose to use topic model to improve Ada-selection. Based on a joint LDA approach, we incorporate topic distribution in measuring the relevance between the target domain and the candidate parallel sentence pairs. On the basis, we select the highly relevant candidates as the high-quality domain-specific bilingual corpora. In practice, we apply our method for the acquisition of domain-specific corpora from the generaldomain. Experiments on an end-to-end domain-specific MT task show that our method outperforms the state of the art, yielding at least 1.5 BLEU points at different scales of training data. © Springer Nature Singapore Pte Ltd. 2016.","2016","2021-02-07 01:27:40","2021-02-07 01:27:40","","","162","","669","","","","Communications in Computer and Information Science","","","","","","","","","Scopus","","","","Pages: 171 DOI: 10.1007/978-981-10-2993-6_14","<p>Export Date: 7 February 2021</p>","","","","Data selection; Specific-domain machine translation; Statistical machine translation; Topic model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBVC2L4Q","journalArticle","2016","Vičič, J.; Homola, P.; Kubon, V.","Automated implementation process of machine translation system for related languages","Computing and Informatics","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981240933&partnerID=40&md5=91cfb2e93244481069ca18a624f11c3f","The paper presents an attempt to automate all data creation processes of a rule-based shallow-transfer machine translation system. The presented methods were tested on four fully functional translation systems covering language pairs: Slovenian paired with Serbian, Czech, English and Estonian language. An extensive range of evaluation tests was performed to assess the applicability of the methods.","2016","2021-02-07 01:27:42","2021-02-07 01:27:42","","441-469","","2","35","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","Automatic data creation; Machine translation; Related languages; Shallow transfer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53688IP5","conferencePaper","2016","Mi, H.; Wang, Z.; Ittycheriah, A.","Supervised attentions for neural machine translation","","","","10.18653/v1/d16-1249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072838937&doi=10.18653%2fv1%2fd16-1249&partnerID=40&md5=cf00fac0eb1376cf0e99c0c9dbbe700d","In this paper, we improve the attention or alignment accuracy of neural machine translation by utilizing the alignments of training sentence pairs. We simply compute the distance between the machine attentions and the “true” alignments, and minimize this cost in the training procedure. Our experiments on large-scale Chinese-to-English task show that our model improves both translation and alignment qualities significantly over the large-vocabulary neural machine translation system, and even beats a state-of-the-art traditional syntax-based system. © 2016 Association for Computational Linguistics","2016","2021-02-07 01:27:43","2021-02-07 01:27:43","","2283-2288","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :42</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2016 - Conference on Empirical Methods in Natural Language Processing, Proceedings","","","","","","","","","","","","","","",""
"Y3W34ZKH","conferencePaper","2016","Russell, B.; Gillespie, D.","Measuring the behavioral impact of machine translation quality improvements with A/B testing","","","","10.18653/v1/d16-1251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072826308&doi=10.18653%2fv1%2fd16-1251&partnerID=40&md5=8faa93c47c3348e715e74045f1253c0c","In this paper we discuss a process for quantifying the behavioral impact of a domain-customized machine translation system deployed on a large-scale e-commerce platform. We discuss several machine translation systems that we trained using aligned text from product listing descriptions written in multiple languages. We document the quality improvements of these systems as measured through automated quality measures and crowdsourced human quality assessments. We then measure the effect of these quality improvements on user behavior using an automated A/B testing framework. Through testing we observed an increase in key e-commerce metrics, including a significant increase in purchases. © 2016 Association for Computational Linguistics","2016","2021-02-07 01:27:45","2021-02-07 01:27:45","","2295-2299","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMNLP 2016 - Conference on Empirical Methods in Natural Language Processing, Proceedings","","","","","","","","","","","","","","",""
"VMK3C3RV","book","2016","Zhu, J.; Yang, M.; Li, S.; Zhao, T.","Learning bilingual sentence representations for quality estimation of machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010223122&doi=10.1007%2f978-981-10-3635-4_4&partnerID=40&md5=58b011aa895f69fa6700050e9439a3bb","In this paper, we propose a novel approach learning bilingual representations to predict quality estimation of machine translation. We use two bi-directional Long Short-Term Memory (LSTM) based architectures map the source sentence and target sentence to two context vector of a fixed dimensionality, then we compute the weighted cosine distance of the two vectors to estimate the translation quality of the target sentence. Our experimental results show that our model improve the performance over a baseline system with 17 features in the English-to- Spanish sentence-level quality estimation task of WMT15. © Springer Nature Singapore Pte Ltd. 2016.","2016","2021-02-07 01:27:46","2021-02-07 01:27:46","","","35","","668","","","","Communications in Computer and Information Science","","","","","","","","","Scopus","","","","Pages: 42 DOI: 10.1007/978-981-10-3635-4_4","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","Deep learning; Machine translation; Quality estimation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y472EJUS","book","2016","Liu, D.; Zhu, C.; Zhao, T.; Wang, X.; Yang, M.","Pivot-based semantic splicing for neural machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010220018&doi=10.1007%2f978-981-10-3635-4_2&partnerID=40&md5=e54da446347a7506b3222a82891fe514","Current neural machine translation (NMT) usually extracts a fixedlength semantic representation for source sentence, and then depends on this representation to generate corresponding target translation. In this paper, we proposed a pivot-based semantic splicing model (PBSSM) to obtain a semantic representation including more translation information for source sentence, thus improving the translation performance of NMT. The spliced semantic representation is derived from source languages of trilingual parallel corpus by the pivot-based NMT. Besides, the proposed PBSSM only depends on one source language to generate its semantic representation during the encoding process. We integrated it into the NMT architecture. Experiments on the English-Japanese translation task show that our model achieves a substantial improvement by up to 22.9% (3.74 BLEU) over the baseline. © Springer Nature Singapore Pte Ltd. 2016.","2016","2021-02-07 01:27:47","2021-02-07 01:27:47","","","14","","668","","","","Communications in Computer and Information Science","","","","","","","","","Scopus","","","","Pages: 24 DOI: 10.1007/978-981-10-3635-4_2","<p>Export Date: 7 February 2021</p>","","","","Neural machine translation; Pivot-based translation; Semantic splicing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C87W9X7E","book","2016","Li, H.; Zhu, Y.","Classifying commas for patent machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010190264&doi=10.1007%2f978-981-10-3635-4_8&partnerID=40&md5=a9f2ec5154c2926e88c6271575adfe7a","Commas are widely distributed and used in Chinese and play important role in detecting boundary of basic units in sentences and discourses. Towards Chinese-English patent machine translation, this paper presents two methods using rich linguistic information to identify commas which separate sub-sentences and non-sub-sentences. The first method employs word knowledge base and formal rules to determine roles of commas, while the second one uses machine learning approaches. The experimental results show that overall F1 scores of rule-based method are higher than 93%, indicating the approach performs well in classifying commas. On the other hand, the classifiers show some differences. We also draw the conclusion that identifying commas is actually able to improve the quality of translation outputs. © Springer Nature Singapore Pte Ltd. 2016.","2016","2021-02-07 01:27:50","2021-02-07 01:27:50","","","91","","668","","","","Communications in Computer and Information Science","","","","","","","","","Scopus","","","","Pages: 101 DOI: 10.1007/978-981-10-3635-4_8","<p>Export Date: 7 February 2021</p>","","","","Comma; Machine learning; Patent machine translation; Rule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN2TBWAA","conferencePaper","2016","Hadiwinoto, C.; Liu, Y.; Ng, H.T.","To swap or not to swap? Exploiting dependency word pairs for reordering in statistical machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007197223&partnerID=40&md5=e6dee150c02e4127bd0046041cbe1d17","Reordering poses a major challenge in machine translation (MT) between two languages with significant differences in word order. In this paper, we present a novel reordering approach utilizing sparse features based on dependency word pairs. Each instance of these features captures whether two words, which are related by a dependency link in the source sentence dependency parse tree, follow the same order or are swapped in the translation output. Experiments on Chinese-To-English translation show a statistically significant improvement of 1.21 BLEU point using our approach, compared to a state-of-The-Art statistical MT system that incorporates prior reordering approaches. © 2016, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.","2016","2021-02-07 01:27:51","2021-02-07 01:27:51","","2943-2949","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30th AAAI Conference on Artificial Intelligence, AAAI 2016","","","","","","","","","","","","","","",""
"5UYJDN9A","book","2016","Freitas, A.; Barzegar, S.; Sales, J.E.; Handschuh, S.; Davis, B.","Semantic relatedness for all (Languages): A comparative analysis of multilingual semantic relatedness using machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997447964&doi=10.1007%2f978-3-319-49004-5_14&partnerID=40&md5=c6d2939e8303c00208d95f18858185c5","This paper provides a comparative analysis of the performance of four state-of-the-art distributional semantic models (DSMs) over 11 languages, contrasting the native language-specific models with the use of machine translation over English-based DSMs. The experimental results show that there is a significant improvement (average of 16.7% for the Spearman correlation) by using state-of-the-art machine translation approaches. The results also show that the benefit of using the most informative corpus outweighs the possible errors introduced by the machine translation. For all languages, the combination of machine translation over the Word2Vec English distributional model provided the best results consistently (average Spearman correlation of 0.68). © Springer International Publishing AG 2016.","2016","2021-02-07 01:27:53","2021-02-07 01:27:53","","","212","","10024 LNAI","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","Pages: 222 DOI: 10.1007/978-3-319-49004-5_14","<p>Cited By :10</p>; <p>Export Date: 7 February 2021</p>","","","","Machine translation; Multilingual distributional semantics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTAT3K6B","book","2016","Pinnis, M.","Towards hybrid neural machine translation for English-Latvian","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992646074&doi=10.3233%2f978-1-61499-701-6-84&partnerID=40&md5=e11664d644d4425ead4e3a1ab2fdda76","This paper investigates a hybrid method for translation from English into Latvian by chaining an NMT system with an SMT system in order to cover out-of-vocabulary word translation. Different from other works, the primary translation is handled by the NMT system, and the SMT system acts as a secondary system. Automatic evaluation results have shown that the hybrid method allows improving NMT translation quality by up to three BLEU points. © 2016 The authors and IOS Press.","2016","2021-02-07 01:27:54","2021-02-07 01:27:54","","","84","","289","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 91 DOI: 10.3233/978-1-61499-701-6-84","<p>Export Date: 7 February 2021</p>","","","","English; Hybrid system; Latvian; Neural machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLY9N5UZ","book","2016","Pang, C.; Zhao, H.; Li, Z.","I can guess what you mean: A monolingual query enhancement for machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992513197&doi=10.1007%2f978-3-319-47674-2_5&partnerID=40&md5=9e97a09ebe7db14fd331fee172c28a8c","We introduce a monolingual query method with additional webpage data to improve the translation quality for more and more official use requirement of statistical machine translation outputs. The motivation behind this method is that we can improve the readability of sentence once for all if we replace translation sentences with the most related sentences generated by human. Based on vector space representations for translated sentences, we perform a query on search engine for additional reference text data. Then we rank all translation sentences to make necessary replacement from the query results. Various vector representations for sentence, TFIDF, latent semantic indexing, and neural network word embedding, are conducted and the experimental results show an alternative solution to enhance the current machine translation with a performance improvement about 0.5 BLEU in French-to-English task and 0.7 BLEU in English-to-Chinese task. © Springer International Publishing AG 2016.","2016","2021-02-07 01:27:55","2021-02-07 01:27:55","","","50","","10035 LNAI","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","Pages: 63 DOI: 10.1007/978-3-319-47674-2_5","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H69UQ2I7","book","2016","Fang, F.; Ge, S.; Song, R.","Error analysis of english-chinese machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992493224&doi=10.1007%2f978-3-319-47674-2_4&partnerID=40&md5=5053bfd87916fdae86bd5fe7acb85291","In order to explore a practical way of improving machine translation (MT) quality, the error types and distribution of MT results have to be analyzed first. This paper analyzed English-Chinese MT errors from the perspective of naming-telling clause (NT clause, hereafter). Two types of text were input to get the MT output: one was to input the whole original English sentences into an MT engine; the other was to parse English sentences into English NT clauses, and then input these clauses into the MT engine in order. The errors of MT output are categorized into three classes: incorrect lexical choices, structural errors and component omissions. Structural errors are further divided into SV-structure errors and non-SV-structure errors. The analyzed data shows firstly, the major errors are structural errors, in which non-SV-structural errors account for a larger proportion; secondly, translation errors decrease significantly after English sentences are parsed into NT clauses. This result reveals that non-SV clauses are the main source of MT errors, and suggests that English long sentences should be parsed into NT clauses before they are translated. © Springer International Publishing AG 2016.","2016","2021-02-07 01:27:57","2021-02-07 01:27:57","","","35","","10035 LNAI","","","","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","","","","","","","","Scopus","","","","Pages: 49 DOI: 10.1007/978-3-319-47674-2_4","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","Error analysis; Machine translation; Non-SV clauses; NT clauses; SV clauses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
