"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NXNIJATY","journalArticle","2011","Condon, S.; Parvaz, D.; Aberdeen, J.; Doran, C.; Freeman, A.; Awad, M.","Machine Translation Errors: English and Iraqi Arabic","ACM Transactions on Asian Language Information Processing","","1530-0226","10.1145/1929908.1929910","https://doi.org/10.1145/1929908.1929910","Errors in machine translations of English-Iraqi Arabic dialogues were analyzed using the methods developed for the Human Translation Error Rate measure (HTER). Human annotations were used to refine the Translation Error Rate (TER) annotations. The analyses were performed on approximately 100 translations into each language from four translation systems. Results include high frequencies of pronoun errors and errors involving the copula in translations to English. High frequencies of errors in subject/person inflection and closed-word classes characterized translations to Iraqi Arabic. There were similar frequencies of word order errors in both translation directions and low frequencies of polarity errors. The problems associated with many errors can be predicted from structural differences between the two languages. Also problematic is the need to insert lexemes not present in the source or vice versa. Some problems associated with deictic elements like pronouns will require knowledge of the discourse context to resolve.","2011-03","2021-06-23 11:37:09","2021-06-23 11:37:09","","","","1","10","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Arabic; English; error analysis; evaluation; statistical machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMDNAJLI","conferencePaper","2002","Supnithi, Thepchai; Sornlertlamvanich, Virach; Charoenporn, Thatsanee","A Cross System Machine Translation","Proceedings of the 2002 COLING Workshop on Machine Translation in Asia - Volume 16","","","10.3115/1118794.1118806","https://doi.org/10.3115/1118794.1118806","The rapid growth of Internet Technology, especially user friendliness approach, helps increase the number of Internet users and the amount of information in the cyberspace. There is a countless amount of information in languages. This has spread developments of MT systems. The focus of our approach is to increase the reusability of those MT systems by using Cross System machine translation. Using natural language as an intermediate language, such as English, will help us use the information in Internet qualitatively. In this paper, we point out some problems that may cause the efficiency to decrease when a sentence is translated from a second language to a third language. A novel method is proposed to solve this problem.","2002","2021-06-23 11:37:10","2021-06-23 11:37:10","","1–7","","","","","","","COLING-MTIA '02","","","","Association for Computational Linguistics","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6UJVP2D","conferencePaper","2021","Zhi, Xiu; Wang, Siriguleng","Research on the Application of BERT in Mongolian-Chinese Neural Machine Translation","2021 13th International Conference on Machine Learning and Computing","978-1-4503-8931-0","","10.1145/3457682.3457744","https://doi.org/10.1145/3457682.3457744","","2021","2021-06-23 11:37:10","2021-06-23 11:37:10","","404–409","","","","","","","ICMLC 2021","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Shenzhen, China","","","","BERT; Mongolian-Chinese neural machine translation; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULWMA2KS","conferencePaper","2020","Sun, Zeyu; Zhang, Jie M.; Harman, Mark; Papadakis, Mike; Zhang, Lu","Automatic Testing and Improvement of Machine Translation","Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering","978-1-4503-7121-6","","10.1145/3377811.3380420","https://doi.org/10.1145/3377811.3380420","This paper presents TransRepair, a fully automatic approach for testing and repairing the consistency of machine translation systems. TransRepair combines mutation with metamorphic testing to detect inconsistency bugs (without access to human oracles). It then adopts probability-reference or cross-reference to post-process the translations, in a grey-box or black-box manner, to repair the inconsistencies. Our evaluation on two state-of-the-art translators, Google Translate and Transformer, indicates that TransRepair has a high precision (99%) on generating input pairs with consistent translations. With these tests, using automatic consistency metrics and manual assessment, we find that Google Translate and Transformer have approximately 36% and 40% inconsistency bugs. Black-box repair fixes 28% and 19% bugs on average for Google Translate and Transformer. Grey-box repair fixes 30% bugs on average for Transformer. Manual inspection indicates that the translations repaired by our approach improve consistency in 87% of cases (degrading it in 2%), and that our repairs have better translation acceptability in 27% of the cases (worse in 8%).","2020","2021-06-23 11:37:11","2021-06-23 11:37:11","","974–985","","","","","","","ICSE '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, South Korea","","","","machine translation; testing and repair; translation consistency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9K7JI5YM","conferencePaper","2018","Taghbalout, Imane; Allah, Fadoua Ataa","A Hybrid Approach for Amazigh-English Machine Translation","Proceedings of the 7th International Conference on Software Engineering and New Technologies","978-1-4503-6101-9","","10.1145/3330089.3330113","https://doi.org/10.1145/3330089.3330113","In this paper, we present our hybrid methodology for building a bidirectional Amazigh-English machine translation. The architecture of the proposed system is based on both Interlingua-Based Machine Translation (IBMT) and Statistical-Based Machine Translation (SBMT) approaches. Amazigh is a less-resourced language. It does not have parallel corpora with enough size. So, using statistical approach for such language will not be a good choice, because this approach requires large parallel corpora to well train probabilistic models, and to ensure a translation of good quality. Since we dispose of an Amazigh IBMT based deconverter, we thought, firstly, to use it in building an Amazigh-English parallel corpus. This latter have been exploited to train the necessary models in SBMT.","2018","2021-06-23 11:37:12","2021-06-23 11:37:12","","","","","","","","","ICSENT 2018","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hammamet, Tunisia","","","","Amazigh language; Corpus generation; hybrid machine translation; language model; Statistical machine translation; translation model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7CY8AU7","conferencePaper","2009","Tze, Lim Lian","Multilingual Lexicons for Machine Translation","Proceedings of the 11th International Conference on Information Integration and Web-Based Applications &amp; Services","978-1-60558-660-1","","10.1145/1806338.1806477","https://doi.org/10.1145/1806338.1806477","Despite the numerous bad press received by machine translation systems, they are invaluable in aiding users to quickly gather the essence of texts written in an unfamiliar language, particularly on the Web. Sufficiently accurate translation of lexical items is essential to satisfy such needs. Lexicon resources, especially a well-designed multilingual lexicon is needed to facilitate effective translation selection of lexical items, consisting of either single or multiple words. We describe the issues facing multilingual lexicography, and review how they are handled in selected multilingual lexical database projects. This preliminary surveys aims at identifying multilingual issues and concerns in translating lexical items from a machine translation perspective, and will guide the design of a multilingual lexicon intended for use in a machine translation system.","2009","2021-06-23 11:37:13","2021-06-23 11:37:13","","734–738","","","","","","","iiWAS '09","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Kuala Lumpur, Malaysia","","","","machine translation; multilingual lexical databases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VILDR7VV","journalArticle","2008","Zhang, Ruiqiang; Yasuda, Keiji; Sumita, Eiichiro","Chinese Word Segmentation and Statistical Machine Translation","ACM Trans. Speech Lang. Process.","","1550-4875","10.1145/1363108.1363109","https://doi.org/10.1145/1363108.1363109","Chinese word segmentation (CWS) is a necessary step in Chinese-English statistical machine translation (SMT) and its performance has an impact on the results of SMT. However, there are many choices involved in creating a CWS system such as various specifications and CWS methods. The choices made will create a new CWS scheme, but whether it will produce a superior or inferior translation has remained unknown to date. This article examines the relationship between CWS and SMT. The effects of CWS on SMT were investigated using different specifications and CWS methods. Four specifications were selected for investigation: Beijing University (PKU), Hong Kong City University (CITYU), Microsoft Research (MSR), and Academia SINICA (AS). We created 16 CWS schemes under different settings to examine the relationship between CWS and SMT. Our experimental results showed that the MSR's specifications produced the lowest quality translations. In examining the effects of CWS methods, we tested dictionary-based and CRF-based approaches and found there was no significant difference between the two in the quality of the resulting translations. We also found the correlation between the CWS F-score and SMT BLEU score was very weak. We analyzed CWS errors and their effect on SMT by evaluating systems trained with and without these errors. This article also proposes two methods for combining advantages of different specifications: a simple concatenation of training data and a feature interpolation approach in which the same types of features of translation models from various CWS schemes are linearly interpolated. We found these approaches were very effective in improving the quality of translations.","2008-05","2021-06-23 11:37:14","2021-06-23 11:37:14","","","","2","5","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","Chinese word segmentation; linear integration; statistical machine translation; translation model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AD9LQ2Z","conferencePaper","2008","Callison-Burch, Chris; Fordyce, Cameron; Koehn, Philipp; Monz, Christof; Schroeder, Josh","Further Meta-Evaluation of Machine Translation","Proceedings of the Third Workshop on Statistical Machine Translation","978-1-932432-09-1","","","","This paper analyzes the translation quality of machine translation systems for 10 language pairs translating between Czech, English, French, German, Hungarian, and Spanish. We report the translation quality of over 30 diverse translation systems based on a large-scale manual evaluation involving hundreds of hours of effort. We use the human judgments of the systems to analyze automatic evaluation metrics for translation quality, and we report the strength of the correlation with human judgments at both the system-level and at the sentence-level. We validate our manual evaluation methodology by measuring intra- and inter-annotator agreement, and collecting timing information.","2008","2021-06-23 11:37:16","2021-06-23 11:37:16","","70–106","","","","","","","StatMT '08","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: Columbus, Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JG2EZXE5","conferencePaper","2007","Owczarzak, Karolina; van Genabith, Josef; Way, Andy","Labelled Dependencies in Machine Translation Evaluation","Proceedings of the Second Workshop on Statistical Machine Translation","","","","","We present a method for evaluating the quality of Machine Translation (MT) output, using labelled dependencies produced by a Lexical-Functional Grammar (LFG) parser. Our dependency-based method, in contrast to most popular string-based evaluation metrics, does not unfairly penalize perfectly valid syntactic variations in the translation, and the addition of WordNet provides a way to accommodate lexical variation. In comparison with other metrics on 16,800 sentences of Chinese-English newswire text, our method reaches high correlation with human scores.","2007","2021-06-23 11:37:17","2021-06-23 11:37:17","","104–111","","","","","","","StatMT '07","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: Prague, Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZW6WXJXL","conferencePaper","2007","Bojar, Ondřej","English-to-Czech Factored Machine Translation","Proceedings of the Second Workshop on Statistical Machine Translation","","","","","This paper describes experiments with English-to-Czech phrase-based machine translation. Additional annotation of input and output tokens (multiple factors) is used to explicitly model morphology. We vary the translation scenario (the setup of multiple factors) and the amount of information in the morphological tags. Experimental results demonstrate significant improvement of translation quality in terms of BLEU.","2007","2021-06-23 11:37:18","2021-06-23 11:37:18","","232–239","","","","","","","StatMT '07","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: Prague, Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59Z9Z456","conferencePaper","2007","Pérez, Alicia; Torres, M. Inés; González, M. Teresa; Casacuberta, Francisco","Speech-Input Multi-Target Machine Translation","Proceedings of the Second Workshop on Statistical Machine Translation","","","","","In order to simultaneously translate speech into multiple languages an extension of stochastic finite-state transducers is proposed. In this approach the speech translation model consists of a single network where acoustic models (in the input) and the multilingual model (in the output) are embedded.The multi-target model has been evaluated in a practical situation, and the results have been compared with those obtained using several mono-target models. Experimental results show that the multi-target one requires less amount of memory. In addition, a single decoding is enough to get the speech translated into multiple languages.","2007","2021-06-23 11:37:18","2021-06-23 11:37:18","","56–63","","","","","","","StatMT '07","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: Prague, Czech Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WKIDT95","conferencePaper","2016","Shaharban, T. A.; Haroon, Rosna P.","A Study On Malayalam Machine Translation","Proceedings of the Second International Conference on Information and Communication Technology for Competitive Strategies","978-1-4503-3962-9","","10.1145/2905055.2905265","https://doi.org/10.1145/2905055.2905265","Malayalam is one of the classical Dravidian languages in India, mainly a spoken language in the state of Kerala. As an interaction between computers and the Malayalam language, a number of works have been published. This paper describes the various works in the field of Malayalam machine translation and also deals with the issue associated with the same. Surely the paper will be beneficial to the new researchers in the area of NLP especially in Malayalam machine translation.","2016","2021-06-23 11:37:19","2021-06-23 11:37:19","","","","","","","","","ICTCS '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Udaipur, India","","","","Example based machine translation (EBMT); Machine translation (MT); Natural language processing (NLP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2UBX9Q6","book","2012","","EACL 2012: Proceedings of the Joint Workshop on Exploiting Synergies between Information Retrieval and Machine Translation (ESIRMT) and Hybrid Approaches to Machine Translation (HyTra)","","978-1-937284-19-0","","","","Welcome to the Joint EACL Workshop on Exploiting Synergies between Information Retrieval and Machine Translation (ESIRMT) and Hybrid Approaches to Machine Translation (HyTra). This two-day workshop addresses two specific but related research problems in computational linguistics.The ESIRMT event (1st day) aims at reducing the gap, both theoretical and practical, between information retrieval and machine translation research and applications. Although both fields have been already contributing to each other instrumentally, there is still too much work to be done in relation to solidly framing these two fields into a common ground of knowledge from both the procedural and paradigmatic perspectives.","2012","2021-06-23 11:37:20","2021-06-23 11:37:20","","","","","","","","","","","","","Association for Computational Linguistics","USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GKQ5SS4","journalArticle","1984","Tucker, Allen B.","A Perspective on Machine Translation: Theory and Practice","Commun. ACM","","0001-0782","10.1145/358027.358035","https://doi.org/10.1145/358027.358035","","1984-04","2021-06-23 11:37:20","2021-06-23 11:37:20","","322–329","","4","27","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","automatic translation; knowledge representation; machine translation; machine-aided translation; natural language processing; text processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QD86AJQ5","conferencePaper","2008","Wang, Zhuoran; Shawe-Taylor, John","Kernel Regression Framework for Machine Translation: UCL System Description for WMT 2008 Shared Translation Task","Proceedings of the Third Workshop on Statistical Machine Translation","978-1-932432-09-1","","","","The novel kernel regression model for SMT only demonstrated encouraging results on small-scale toy data sets in previous works due to the complexities of kernel methods. It is the first time results based on the real-world data from the shared translation task will be reported at ACL 2008 Workshop on Statistical Machine Translation. This paper presents the key modules of our system, including the kernel ridge regression model, retrieval-based sparse approximation, the decoding algorithm, as well as language modeling issues under this framework.","2008","2021-06-23 11:37:21","2021-06-23 11:37:21","","155–158","","","","","","","StatMT '08","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: Columbus, Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXPM4TH9","conferencePaper","2012","España-Bonet, Cristina; Comas, Pere R.","Full Machine Translation for Factoid Question Answering","Proceedings of the Joint Workshop on Exploiting Synergies between Information Retrieval and Machine Translation (ESIRMT) and Hybrid Approaches to Machine Translation (HyTra)","978-1-937284-19-0","","","","In this paper we present an SMT-based approach to Question Answering (QA). QA is the task of extracting exact answers in response to natural language questions. In our approach, the answer is a translation of the question obtained with an SMT system. We use the n-best translations of a given question to find similar sentences in the document collection that contain the real answer. Although it is not the first time that SMT inspires a QA system, it is the first approach that uses a full Machine Translation system for generating answers. Our approach is validated with the datasets of the TREC QA evaluation.","2012","2021-06-23 11:37:22","2021-06-23 11:37:22","","20–29","","","","","","","EACL 2012","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: Avignon, France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDBKEB7C","conferencePaper","1978","Tucker, Allen B.; Gnugnoli, Giuliano; Nguyen, Long Vo; Chaloupka, Bedrich","Implementation Consideration for Machine Translation","Proceedings of the 1978 Annual Conference - Volume 2","0-89791-000-1","","10.1145/800178.810158","https://doi.org/10.1145/800178.810158","This paper describes the implementation and operational features of a machine translation (MT) system for Spanish and English text. Sample translations from Spanish to English and English to Spanish are illustrated. The system's computer hardware and software requirements are also presented, along with an assessment of the ongoing machine dictionary management requirements.","1978","2021-06-23 11:37:23","2021-06-23 11:37:23","","884–890","","","","","","","ACM '78","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","","","","","Idiomatic expressions; Information retrieval; Language translation and linguistics; Machine dictionary; Resolution of syntactic ambiguities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VS53ABNR","conferencePaper","2014","Dwivedi, Sanjay K.; Goyal, Ashish Kumar","Machine Translation Status in India: An Experimental Analysis of Question Paper Translation","Proceedings of the 2014 International Conference on Information and Communication Technology for Competitive Strategies","978-1-4503-3216-3","","10.1145/2677855.2677899","https://doi.org/10.1145/2677855.2677899","In a country like India where 22 languages are constitutionally accepted presents a language barrier among people. For better communication, a number of Machine Translation systems between a variety of language pairs have been developed, many of these systems are domain specific. These researches have though helped in reducing the language barrier to some extent, a lot more research needs to be done to develop MT systems in a number of unexplored and emerging domains. This paper first takes an overview of the status of MT systems in India across domains and language pairs and then discusses the requirement of an MT system for an unexplored domain i.e. question paper translation. We performed an experimental analysis of translation of a set of 100 questions (taken from various sources) from English to Hindi using three popular MT systems (Google translator, Bing and SDL translator). Our test results using BLEU metric show that translation accuracy of these systems is poor. The results clearly emphasize the need of suitable MT system for domain specific translations such as question paper translation.","2014","2021-06-23 11:37:24","2021-06-23 11:37:24","","","","","","","","","ICTCS '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Udaipur, Rajasthan, India","","","","BLEU; Domains of MT; Indian language MT; Machine Translation; Question paper translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNBHLF3K","journalArticle","1985","Nagao, Makoto; Tsujii, Jun-ichi; Nakamura, Jun-ichi","The Japanese Government Project for Machine Translation","Comput. Linguist.","","0891-2017","","","","1985-04","2021-06-23 11:37:25","2021-06-23 11:37:25","","91–110","","2–3","11","","","","","","","","","","","","","","","","","Place: Cambridge, MA, USA Publisher: MIT Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXPIW8PF","journalArticle","1985","Slocum, Jonathan","Session Details: Special Issue on Machine Translation","Comput. Linguist.","","0891-2017","","","","1985-04","2021-06-23 11:37:25","2021-06-23 11:37:25","","","","2–3","11","","","","","","","","","","","","","","","","","Place: Cambridge, MA, USA Publisher: MIT Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7P8DJYF4","journalArticle","1985","Slocum, Jonathan","Session Details: Special Issues on Machine Translation","Comput. Linguist.","","0891-2017","","","","1985-01","2021-06-23 11:37:26","2021-06-23 11:37:26","","","","1","11","","","","","","","","","","","","","","","","","Place: Cambridge, MA, USA Publisher: MIT Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCTKMZE5","journalArticle","1985","Slocum, Jonathan","A Survey of Machine Translation: Its History, Current Status, and Future Prospects","Comput. Linguist.","","0891-2017","","","Elements of the history, state of the art, and probable future of Machine Translation (MT) are discussed. The treatment is largely tutorial, based on the assumption that this audience is, for the most part, ignorant of matters pertaining to translation in general, and MT in particular. The paper covers some of the major MT R&amp;D groups, the general techniques they employ(ed), and the roles they play(ed) in the development of the field. The conclusions concern the seeming permanence of the translation problem, and potential re-integration of MT with mainstream Computational Linguistics.","1985-01","2021-06-23 11:37:26","2021-06-23 11:37:26","","1–17","","1","11","","","","","","","","","","","","","","","","","Place: Cambridge, MA, USA Publisher: MIT Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXBQAC59","conferencePaper","2020","Gupta, Shashij; He, Pinjia; Meister, Clara; Su, Zhendong","Machine Translation Testing via Pathological Invariance","Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering","978-1-4503-7043-1","","10.1145/3368089.3409756","https://doi.org/10.1145/3368089.3409756","Machine translation software has become heavily integrated into our daily lives due to the recent improvement in the performance of deep neural networks. However, machine translation software has been shown to regularly return erroneous translations, which can lead to harmful consequences such as economic loss and political conflicts. Additionally, due to the complexity of the underlying neural models, testing machine translation systems presents new challenges. To address this problem, we introduce a novel methodology called PatInv. The main intuition behind PatInv is that sentences with different meanings should not have the same translation. Under this general idea, we provide two realizations of PatInv that given an arbitrary sentence, generate syntactically similar but semantically different sentences by: (1) replacing one word in the sentence using a masked language model or (2) removing one word or phrase from the sentence based on its constituency structure. We then test whether the returned translations are the same for the original and modified sentences. We have applied PatInv to test Google Translate and Bing Microsoft Translator using 200 English sentences. Two language settings are considered: English-Hindi (En-Hi) and English-Chinese (En-Zh). The results show that PatInv can accurately find 308 erroneous translations in Google Translate and 223 erroneous translations in Bing Microsoft Translator, most of which cannot be found by the state-of-the-art approaches.","2020","2021-06-23 11:37:27","2021-06-23 11:37:27","","863–875","","","","","","","ESEC/FSE 2020","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, USA","","","","Machine translation; Pathological Invariance; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUKASI38","conferencePaper","2014","Nguyen, Anh Tuan; Nguyen, Tung Thanh; Nguyen, Tien N.","Migrating Code with Statistical Machine Translation","Companion Proceedings of the 36th International Conference on Software Engineering","978-1-4503-2768-8","","10.1145/2591062.2591072","https://doi.org/10.1145/2591062.2591072","In the era of mobile computing, developers often need to migrate code written for one platform in a programming language to another language for a different platform, e.g., from Java for Android to C# for Windows Phone. The migration process is often performed manually or semi-automatically, in which developers are required to manually define translation rules and API mappings. This paper presents semSMT, an automatic tool to migrate code written in Java to C#. semSMT utilizes statistical machine translation to automatically infer translation rules from existing migrated code, thus, requires no manual defining of rules. The video demonstration on semSMT can be found on YouTube at http://www.youtube.com/watch?v=aRSnl5-7vNo.","2014","2021-06-23 11:37:27","2021-06-23 11:37:27","","544–547","","","","","","","ICSE Companion 2014","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Hyderabad, India","","","","Language Migration; Statistical Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPARMDUR","conferencePaper","2020","He, Pinjia; Meister, Clara; Su, Zhendong","Structure-Invariant Testing for Machine Translation","Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering","978-1-4503-7121-6","","10.1145/3377811.3380339","https://doi.org/10.1145/3377811.3380339","In recent years, machine translation software has increasingly been integrated into our daily lives. People routinely use machine translation for various applications, such as describing symptoms to a foreign doctor and reading political news in a foreign language. However, the complexity and intractability of neural machine translation (NMT) models that power modern machine translation make the robustness of these systems difficult to even assess, much less guarantee. Machine translation systems can return inferior results that lead to misunderstanding, medical misdiagnoses, threats to personal safety, or political conflicts. Despite its apparent importance, validating the robustness of machine translation systems is very difficult and has, therefore, been much under-explored.To tackle this challenge, we introduce structure-invariant testing (SIT), a novel metamorphic testing approach for validating machine translation software. Our key insight is that the translation results of ""similar"" source sentences should typically exhibit similar sentence structures. Specifically, SIT (1) generates similar source sentences by substituting one word in a given sentence with semantically similar, syntactically equivalent words; (2) represents sentence structure by syntax parse trees (obtained via constituency or dependency parsing); (3) reports sentence pairs whose structures differ quantitatively by more than some threshold. To evaluate SIT, we use it to test Google Translate and Bing Microsoft Translator with 200 source sentences as input, which led to 64 and 70 buggy issues with 69.5% and 70% top-1 accuracy, respectively. The translation errors are diverse, including under-translation, over-translation, incorrect modification, word/phrase mistranslation, and unclear logic.","2020","2021-06-23 11:37:28","2021-06-23 11:37:28","","961–973","","","","","","","ICSE '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, South Korea","","","","machine translation; metamorphic testing; structural invariance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8XJAZJ5","conferencePaper","2006","Zollmann, Andreas; Venugopal, Ashish","Syntax Augmented Machine Translation via Chart Parsing","Proceedings of the Workshop on Statistical Machine Translation","","","","","We present translation results on the shared task ""Exploiting Parallel Texts for Statistical Machine Translation"" generated by a chart parsing decoder operating on phrase tables augmented and generalized with target language syntactic categories. We use a target language parser to generate parse trees for each sentence on the target side of the bilingual training corpus, matching them with phrase table lattices built for the corresponding source sentence. Considering phrases that correspond to syntactic categories in the parse trees we develop techniques to augment (declare a syntactically motivated category for a phrase pair) and generalize (form mixed terminal and nonterminal phrases) the phrase table into a synchronous bilingual grammar. We present results on the French-to-English task for this workshop, representing significant improvements over the workshop's baseline system. Our translation system is available open-source under the GNU General Public License.","2006","2021-06-23 11:37:28","2021-06-23 11:37:28","","138–141","","","","","","","StatMT '06","","","","Association for Computational Linguistics","USA","","","","","","","","event-place: New York City, New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
